respondent_id,origin_country,destination_country,migration_reason,migration_type,age_group,gender,education_level,year_of_migration,marital_status,monthly_income_usd,sends_remittance
4351,Pakistan,France,Employment,Work,45-54,Female,Master's,2020,Single,2727,No
4352,India,New Zealand,Employment,Work,18-24,Male,Secondary,2024,Married,3129,Yes
4353,Sri Lanka,Australia,Political Instability,Permanent,35-44,Male,Master's,2011,Married,551,Yes
4354,Nepal,Kuwait,Marriage/Spouse,Permanent,18-24,Male,Master's,2024,Married,525,Yes
4355,Sri Lanka,Qatar,Better Quality of Life,Permanent,25-34,Male,Bachelor's,2008,Married,3890,Yes
4356,Pakistan,Italy,Better Quality of Life,Permanent,25-34,Male,Secondary,2015,Divorced,1250,Yes
4357,Bangladesh,Kuwait,Employment,Work,25-34,Male,Bachelor's,2016,Single,227,Yes
4358,Nepal,Norway,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2014,Divorced,997,Yes
4359,Bangladesh,UAE,Family Reunification,Permanent,25-34,Female,Secondary,2017,Married,436,No
4360,Bangladesh,South Korea,Employment,Work,45-54,Male,Vocational/Technical,2011,Single,1157,Yes
4361,Sri Lanka,Norway,Family Reunification,Permanent,35-44,Male,Primary,2016,Married,208,Yes
4362,Sri Lanka,Japan,Higher Education,Permanent,18-24,Male,Bachelor's,2025,Divorced,2489,Yes
4363,India,Canada,Family Reunification,Permanent,18-24,Male,Bachelor's,2022,Married,2200,Yes
4364,Nepal,United States,Employment,Work,35-44,Female,Bachelor's,2025,Single,958,No
4365,Sri Lanka,UAE,Skilled Worker Visa,Work,18-24,Male,Primary,2010,Married,327,No
4366,India,United Kingdom,Family Reunification,Permanent,18-24,Male,Bachelor's,2022,Married,912,Yes
4367,Pakistan,Japan,Higher Education,Permanent,35-44,Female,Bachelor's,2005,Divorced,3185,Yes
4368,Nepal,Oman,Marriage/Spouse,Permanent,55+,Male,Bachelor's,2021,Single,11178,Yes
4369,Sri Lanka,Kuwait,Employment,Work,35-44,Male,Vocational/Technical,2009,Divorced,235,No
4370,India,Australia,Permanent Residency,Permanent,25-34,Male,Vocational/Technical,2004,Divorced,662,No
4371,India,Japan,Business/Investment,Work,45-54,Female,Master's,2018,Married,11867,No
4372,Sri Lanka,Saudi Arabia,Skilled Worker Visa,Work,55+,Male,Primary,2016,Single,2323,No
4373,Pakistan,Qatar,Skilled Worker Visa,Work,35-44,Male,Secondary,2015,Divorced,570,Yes
4374,Pakistan,United States,Business/Investment,Work,35-44,Female,Primary,2011,Married,3291,No
4375,Pakistan,New Zealand,Family Reunification,Permanent,45-54,Female,Primary,2006,Divorced,8423,Yes
4376,Nepal,Italy,Refugee/Asylum,Permanent,18-24,Male,Bachelor's,2018,Divorced,403,Yes
4377,Pakistan,Oman,Employment,Work,35-44,Male,Bachelor's,2025,Divorced,6476,Yes
4378,India,Qatar,Business/Investment,Work,35-44,Male,Primary,2008,Single,1336,Yes
4379,Sri Lanka,Canada,Employment,Work,18-24,Male,Bachelor's,2021,Divorced,9122,Yes
4380,Pakistan,Japan,Better Quality of Life,Permanent,18-24,Male,Bachelor's,2010,Married,802,No
4381,Nepal,France,Better Quality of Life,Permanent,45-54,Male,Bachelor's,2023,Married,719,Yes
4382,Nepal,Germany,Employment,Work,25-34,Female,Vocational/Technical,2009,Single,1143,Yes
4383,Sri Lanka,Kuwait,Employment,Work,35-44,Male,Secondary,2017,Married,873,Yes
4384,Pakistan,France,Better Quality of Life,Permanent,25-34,Male,Vocational/Technical,2009,Married,6727,No
4385,Pakistan,Germany,Skilled Worker Visa,Work,25-34,Female,Bachelor's,2019,Married,594,Yes
4386,Nepal,Saudi Arabia,Marriage/Spouse,Permanent,25-34,Male,Primary,2022,Single,393,Yes
4387,India,New Zealand,Family Reunification,Permanent,35-44,Female,Secondary,2014,Single,2953,Yes
4388,Sri Lanka,Italy,Family Reunification,Permanent,25-34,Male,Secondary,2012,Single,3145,Yes
4389,India,Italy,Skilled Worker Visa,Work,55+,Male,Master's,2025,Divorced,8136,Yes
4390,Pakistan,Canada,Skilled Worker Visa,Work,25-34,Female,Master's,2024,Married,471,Yes
4391,Pakistan,Saudi Arabia,Marriage/Spouse,Permanent,55+,Male,Secondary,2023,Divorced,3660,Yes
4392,Pakistan,Malaysia,Permanent Residency,Permanent,18-24,Male,Master's,2015,Divorced,373,Yes
4393,India,UAE,Employment,Work,18-24,Male,Vocational/Technical,2021,Divorced,3050,No
4394,Bangladesh,United States,Family Reunification,Permanent,25-34,Female,Bachelor's,2003,Married,770,No
4395,Pakistan,France,Higher Education,Permanent,25-34,Female,Vocational/Technical,2023,Married,1217,Yes
4396,Nepal,Oman,Employment,Work,25-34,Male,Vocational/Technical,2025,Divorced,2223,Yes
4397,Nepal,Qatar,Skilled Worker Visa,Work,18-24,Male,Bachelor's,2025,Divorced,260,No
4398,Nepal,Kuwait,Skilled Worker Visa,Work,55+,Male,Secondary,2011,Divorced,2345,Yes
4399,Bangladesh,United Kingdom,Family Reunification,Permanent,45-54,Male,Secondary,2019,Divorced,614,Yes
4400,Sri Lanka,United Kingdom,Healthcare,Permanent,25-34,Female,Secondary,2021,Divorced,2568,No
4401,Bangladesh,Qatar,Marriage/Spouse,Permanent,35-44,Female,Primary,2024,Single,1177,No
4402,Nepal,UAE,Employment,Work,55+,Male,Secondary,2017,Divorced,3143,Yes
4403,Bangladesh,United Kingdom,Business/Investment,Work,18-24,Male,Secondary,2022,Married,1324,Yes
4404,Bangladesh,Kuwait,Employment,Work,18-24,Male,Bachelor's,2015,Single,733,Yes
4405,Pakistan,Kuwait,Marriage/Spouse,Permanent,25-34,Male,Vocational/Technical,2007,Married,451,No
4406,India,Australia,Skilled Worker Visa,Work,25-34,Female,PhD,2017,Single,1487,Yes
4407,Pakistan,Norway,Family Reunification,Permanent,55+,Male,Bachelor's,2020,Married,856,Yes
4408,Bangladesh,New Zealand,Economic Hardship,Permanent,35-44,Male,PhD,2022,Divorced,1325,Yes
4409,Sri Lanka,Australia,Family Reunification,Permanent,45-54,Male,Master's,2020,Single,1702,Yes
4410,Bangladesh,United Kingdom,Skilled Worker Visa,Work,45-54,Male,Primary,2006,Divorced,1511,No
4411,Nepal,Australia,Better Quality of Life,Permanent,55+,Female,Master's,2012,Divorced,1262,No
4412,Sri Lanka,Malaysia,Higher Education,Permanent,25-34,Female,Bachelor's,2017,Married,958,Yes
4413,Pakistan,Australia,Employment,Work,25-34,Male,Bachelor's,2021,Married,307,No
4414,Nepal,Germany,Higher Education,Permanent,35-44,Male,Bachelor's,2003,Divorced,3035,Yes
4415,Nepal,South Korea,Skilled Worker Visa,Work,55+,Male,Vocational/Technical,2021,Single,845,Yes
4416,India,Oman,Skilled Worker Visa,Work,45-54,Male,Master's,2021,Married,1735,Yes
4417,Nepal,South Korea,Business/Investment,Work,25-34,Male,Master's,2015,Single,242,No
4418,Pakistan,Norway,Higher Education,Permanent,45-54,Female,Secondary,2020,Single,11124,Yes
4419,Pakistan,Italy,Refugee/Asylum,Permanent,25-34,Male,Primary,2005,Single,3913,Yes
4420,Bangladesh,Qatar,Employment,Work,45-54,Male,Vocational/Technical,2007,Single,2936,Yes
4421,Nepal,Australia,Skilled Worker Visa,Work,25-34,Female,PhD,2009,Single,275,Yes
4422,Nepal,Norway,Permanent Residency,Permanent,35-44,Male,Vocational/Technical,2019,Married,907,Yes
4423,Sri Lanka,UAE,Higher Education,Permanent,25-34,Male,Vocational/Technical,2003,Divorced,1491,Yes
4424,Sri Lanka,United Kingdom,Family Reunification,Permanent,35-44,Male,Secondary,2006,Divorced,1408,Yes
4425,Bangladesh,Qatar,Employment,Work,35-44,Male,Master's,2024,Divorced,600,No
4426,Pakistan,Saudi Arabia,Skilled Worker Visa,Work,35-44,Male,Secondary,2013,Single,1225,Yes
4427,Bangladesh,United Kingdom,Employment,Work,45-54,Female,Bachelor's,2016,Single,422,No
4428,Bangladesh,UAE,Political Instability,Permanent,45-54,Male,Master's,2022,Married,406,Yes
4429,Pakistan,Malaysia,Economic Hardship,Permanent,25-34,Male,PhD,2012,Single,364,Yes
4430,India,Saudi Arabia,Family Reunification,Permanent,45-54,Male,Master's,2022,Married,5370,Yes
4431,Bangladesh,Japan,Refugee/Asylum,Permanent,55+,Male,Master's,2010,Divorced,585,Yes
4432,Nepal,Australia,Employment,Work,25-34,Female,Bachelor's,2008,Single,2282,Yes
4433,Bangladesh,Japan,Permanent Residency,Permanent,18-24,Male,Vocational/Technical,2010,Single,7081,Yes
4434,Nepal,Norway,Better Quality of Life,Permanent,35-44,Male,Vocational/Technical,2021,Married,5766,No
4435,Sri Lanka,Australia,Employment,Work,35-44,Female,Master's,2022,Single,902,Yes
4436,Bangladesh,Malaysia,Refugee/Asylum,Permanent,18-24,Female,Secondary,2015,Divorced,2505,Yes
4437,India,United States,Better Quality of Life,Permanent,25-34,Male,Bachelor's,2024,Divorced,1126,Yes
4438,Nepal,Oman,Employment,Work,45-54,Male,Secondary,2025,Divorced,450,Yes
4439,Bangladesh,Japan,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2010,Single,854,Yes
4440,Pakistan,France,Permanent Residency,Permanent,25-34,Female,PhD,2021,Married,524,Yes
4441,Bangladesh,Saudi Arabia,Employment,Work,25-34,Female,Bachelor's,2010,Single,958,Yes
4442,Nepal,Kuwait,Better Quality of Life,Permanent,55+,Male,Bachelor's,2021,Single,10654,No
4443,Nepal,France,Better Quality of Life,Permanent,35-44,Male,Vocational/Technical,2019,Married,2892,Yes
4444,India,Australia,Permanent Residency,Permanent,25-34,Male,Secondary,2019,Married,746,No
4445,Sri Lanka,UAE,Employment,Work,18-24,Male,Bachelor's,2012,Married,1331,Yes
4446,India,Canada,Economic Hardship,Permanent,18-24,Female,Master's,2018,Married,1178,Yes
4447,Sri Lanka,South Korea,Employment,Work,18-24,Male,Bachelor's,2011,Married,1734,No
4448,Bangladesh,United States,Family Reunification,Permanent,45-54,Male,Bachelor's,2019,Divorced,339,No
4449,Nepal,Oman,Refugee/Asylum,Permanent,35-44,Male,Bachelor's,2017,Divorced,1467,Yes
4450,India,Saudi Arabia,Business/Investment,Work,25-34,Male,Bachelor's,2005,Married,7495,No
4451,Sri Lanka,Kuwait,Employment,Work,18-24,Female,Secondary,2006,Divorced,2674,Yes
4452,Pakistan,Canada,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2014,Married,236,Yes
4453,Nepal,Kuwait,Employment,Work,25-34,Female,Master's,2024,Divorced,903,Yes
4454,Bangladesh,Qatar,Business/Investment,Work,25-34,Male,Secondary,2023,Single,7630,Yes
4455,Sri Lanka,United Kingdom,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2013,Divorced,10666,Yes
4456,Nepal,Germany,Employment,Work,25-34,Male,Primary,2007,Married,406,Yes
4457,Pakistan,Germany,Higher Education,Permanent,25-34,Female,Bachelor's,2019,Divorced,352,Yes
4458,Nepal,Saudi Arabia,Business/Investment,Work,45-54,Male,PhD,2016,Married,681,Yes
4459,Pakistan,Kuwait,Economic Hardship,Permanent,25-34,Male,Secondary,2023,Single,542,Yes
4460,Nepal,Oman,Refugee/Asylum,Permanent,25-34,Male,PhD,2024,Single,405,Yes
4461,Sri Lanka,Oman,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2018,Single,755,Yes
4462,Pakistan,United States,Permanent Residency,Permanent,35-44,Male,Secondary,2013,Divorced,5463,No
4463,Nepal,Italy,Employment,Work,35-44,Male,Master's,2017,Single,863,Yes
4464,India,Qatar,Family Reunification,Permanent,18-24,Male,Bachelor's,2021,Divorced,3602,Yes
4465,India,France,Higher Education,Permanent,18-24,Male,Bachelor's,2019,Single,897,No
4466,Sri Lanka,Germany,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2024,Divorced,415,Yes
4467,Nepal,New Zealand,Higher Education,Permanent,35-44,Female,Master's,2024,Single,3540,Yes
4468,India,United States,Permanent Residency,Permanent,18-24,Male,Vocational/Technical,2025,Married,594,Yes
4469,Sri Lanka,Australia,Family Reunification,Permanent,25-34,Male,PhD,2016,Married,2349,Yes
4470,Pakistan,Japan,Permanent Residency,Permanent,45-54,Female,Bachelor's,2019,Divorced,1398,Yes
4471,Sri Lanka,Italy,Permanent Residency,Permanent,25-34,Male,Secondary,2022,Married,262,No
4472,Nepal,Oman,Employment,Work,18-24,Male,Vocational/Technical,2010,Single,669,Yes
4473,Sri Lanka,Qatar,Employment,Work,18-24,Male,Bachelor's,2000,Married,3534,No
4474,Nepal,Saudi Arabia,Marriage/Spouse,Permanent,35-44,Male,Master's,2024,Married,1553,Yes
4475,Nepal,Australia,Employment,Work,45-54,Female,Secondary,2015,Single,911,Yes
4476,India,United Kingdom,Business/Investment,Work,45-54,Male,Primary,2014,Divorced,877,Yes
4477,Pakistan,South Korea,Family Reunification,Permanent,25-34,Male,Primary,2021,Divorced,219,Yes
4478,Pakistan,Canada,Family Reunification,Permanent,25-34,Female,Master's,2025,Single,9236,No
4479,Nepal,UAE,Skilled Worker Visa,Work,35-44,Female,Master's,2022,Married,959,Yes
4480,Bangladesh,Kuwait,Marriage/Spouse,Permanent,55+,Male,Bachelor's,2007,Married,3615,No
4481,Bangladesh,United States,Refugee/Asylum,Permanent,25-34,Female,Master's,2006,Divorced,202,Yes
4482,Nepal,Norway,Business/Investment,Work,35-44,Female,Master's,2019,Single,1216,Yes
4483,India,Norway,Employment,Work,25-34,Female,Bachelor's,2019,Married,1225,Yes
4484,Nepal,Germany,Family Reunification,Permanent,35-44,Male,Bachelor's,2013,Married,978,Yes
4485,Pakistan,United Kingdom,Economic Hardship,Permanent,25-34,Female,Primary,2020,Divorced,398,Yes
4486,Pakistan,Australia,Employment,Work,35-44,Male,Primary,2021,Divorced,727,Yes
4487,Nepal,Italy,Family Reunification,Permanent,55+,Female,Secondary,2009,Divorced,2924,Yes
4488,India,Oman,Skilled Worker Visa,Work,45-54,Male,Master's,2024,Divorced,6938,Yes
4489,Sri Lanka,United Kingdom,Employment,Work,25-34,Male,Bachelor's,2023,Single,469,No
4490,Pakistan,France,Permanent Residency,Permanent,18-24,Female,Bachelor's,2024,Divorced,875,No
4491,Sri Lanka,United Kingdom,Family Reunification,Permanent,25-34,Male,Primary,2022,Married,986,Yes
4492,Pakistan,Australia,Permanent Residency,Permanent,25-34,Male,Bachelor's,2023,Married,477,Yes
4493,Nepal,Norway,Skilled Worker Visa,Work,45-54,Female,Vocational/Technical,2013,Single,304,No
4494,Nepal,Oman,Skilled Worker Visa,Work,25-34,Male,Master's,2022,Divorced,5135,Yes
4495,Pakistan,France,Family Reunification,Permanent,55+,Male,Vocational/Technical,2011,Divorced,1063,No
4496,Pakistan,France,Economic Hardship,Permanent,35-44,Male,Master's,2010,Single,2119,No
4497,Sri Lanka,UAE,Marriage/Spouse,Permanent,35-44,Male,Bachelor's,2010,Single,1467,Yes
4498,Bangladesh,South Korea,Employment,Work,25-34,Male,Master's,2022,Divorced,5340,Yes
4499,Nepal,Italy,Higher Education,Permanent,45-54,Male,Vocational/Technical,2020,Divorced,3766,Yes
4500,Pakistan,Japan,Business/Investment,Work,18-24,Male,Vocational/Technical,2017,Divorced,2882,Yes
4501,Bangladesh,Qatar,Skilled Worker Visa,Work,18-24,Male,Vocational/Technical,2025,Single,1318,Yes
4502,Nepal,Japan,Family Reunification,Permanent,18-24,Female,Bachelor's,2019,Single,6343,Yes
4503,India,United States,Marriage/Spouse,Permanent,55+,Male,Master's,2017,Married,8686,No
4504,Pakistan,Japan,Refugee/Asylum,Permanent,25-34,Male,Primary,2012,Divorced,1472,No
4505,Pakistan,UAE,Employment,Work,25-34,Male,Bachelor's,2016,Divorced,10191,Yes
4506,Sri Lanka,UAE,Business/Investment,Work,25-34,Male,Master's,2016,Single,6931,Yes
4507,Bangladesh,France,Higher Education,Permanent,25-34,Male,Master's,2000,Divorced,536,Yes
4508,Nepal,Germany,Business/Investment,Work,45-54,Male,Bachelor's,2016,Married,735,No
4509,India,Oman,Family Reunification,Permanent,45-54,Female,Vocational/Technical,2019,Married,3261,Yes
4510,Sri Lanka,Malaysia,Employment,Work,25-34,Female,Bachelor's,2008,Single,680,Yes
4511,Nepal,Australia,Higher Education,Permanent,25-34,Male,Master's,2016,Single,2738,Yes
4512,Nepal,Japan,Employment,Work,35-44,Male,Primary,2023,Married,2260,Yes
4513,Bangladesh,Canada,Skilled Worker Visa,Work,25-34,Female,Secondary,2010,Divorced,916,No
4514,Nepal,Saudi Arabia,Healthcare,Permanent,18-24,Male,Vocational/Technical,2020,Single,504,Yes
4515,Nepal,France,Employment,Work,35-44,Female,Bachelor's,2020,Single,708,Yes
4516,Sri Lanka,United States,Employment,Work,35-44,Male,Secondary,2013,Married,1288,Yes
4517,Sri Lanka,Germany,Skilled Worker Visa,Work,35-44,Male,Master's,2002,Single,8345,Yes
4518,Bangladesh,France,Higher Education,Permanent,55+,Female,Bachelor's,2024,Single,1918,Yes
4519,Sri Lanka,UAE,Skilled Worker Visa,Work,45-54,Male,Master's,2000,Single,431,Yes
4520,India,Canada,Refugee/Asylum,Permanent,25-34,Male,Master's,2020,Single,1958,Yes
4521,Nepal,Japan,Higher Education,Permanent,18-24,Female,Bachelor's,2006,Divorced,2270,Yes
4522,Sri Lanka,Malaysia,Employment,Work,18-24,Male,Bachelor's,2014,Single,10324,Yes
4523,Nepal,United States,Family Reunification,Permanent,45-54,Male,PhD,2009,Single,3608,No
4524,India,Norway,Employment,Work,25-34,Female,Bachelor's,2018,Divorced,2034,Yes
4525,India,Saudi Arabia,Skilled Worker Visa,Work,25-34,Female,Secondary,2020,Single,1418,Yes
4526,Sri Lanka,Kuwait,Skilled Worker Visa,Work,55+,Male,Bachelor's,2015,Married,11426,Yes
4527,Nepal,United Kingdom,Employment,Work,35-44,Male,Secondary,2010,Divorced,2887,Yes
4528,Bangladesh,South Korea,Employment,Work,25-34,Female,Bachelor's,2018,Married,5696,Yes
4529,Nepal,Malaysia,Higher Education,Permanent,18-24,Female,Bachelor's,2013,Single,546,Yes
4530,Sri Lanka,Germany,Higher Education,Permanent,25-34,Male,Master's,2022,Divorced,1194,Yes
4531,India,UAE,Marriage/Spouse,Permanent,25-34,Male,Bachelor's,2022,Married,2220,Yes
4532,Sri Lanka,Qatar,Employment,Work,35-44,Male,PhD,2020,Divorced,681,Yes
4533,Bangladesh,Japan,Healthcare,Permanent,25-34,Female,Bachelor's,2008,Divorced,1025,No
4534,Bangladesh,Saudi Arabia,Employment,Work,25-34,Male,Master's,2017,Single,337,Yes
4535,India,New Zealand,Skilled Worker Visa,Work,18-24,Male,Bachelor's,2021,Single,333,No
4536,Nepal,Japan,Political Instability,Permanent,18-24,Male,Vocational/Technical,2018,Single,2025,No
4537,Nepal,Canada,Marriage/Spouse,Permanent,25-34,Female,Master's,2025,Single,2552,No
4538,Sri Lanka,Germany,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2024,Divorced,2804,Yes
4539,India,Kuwait,Skilled Worker Visa,Work,18-24,Male,Bachelor's,2025,Divorced,301,Yes
4540,Pakistan,United Kingdom,Marriage/Spouse,Permanent,45-54,Female,Vocational/Technical,2021,Married,223,Yes
4541,Nepal,Saudi Arabia,Employment,Work,25-34,Male,PhD,2024,Divorced,2723,Yes
4542,Nepal,Oman,Employment,Work,35-44,Female,Secondary,2024,Divorced,3895,Yes
4543,Sri Lanka,United States,Better Quality of Life,Permanent,25-34,Male,Vocational/Technical,2006,Single,3874,Yes
4544,Nepal,Kuwait,Economic Hardship,Permanent,35-44,Male,Bachelor's,2023,Divorced,1219,Yes
4545,India,Australia,Employment,Work,25-34,Male,Bachelor's,2024,Married,414,Yes
4546,Nepal,Kuwait,Employment,Work,25-34,Male,Vocational/Technical,2017,Divorced,10293,Yes
4547,Nepal,Qatar,Employment,Work,25-34,Female,Bachelor's,2013,Single,6252,Yes
4548,India,Oman,Employment,Work,25-34,Male,PhD,2009,Divorced,3440,Yes
4549,Bangladesh,Oman,Employment,Work,55+,Female,Primary,2021,Married,5490,Yes
4550,Bangladesh,UAE,Higher Education,Permanent,35-44,Male,Bachelor's,2011,Single,1145,Yes
4551,Sri Lanka,Japan,Better Quality of Life,Permanent,55+,Male,Bachelor's,2025,Married,1342,Yes
4552,Pakistan,Oman,Employment,Work,18-24,Male,Vocational/Technical,2006,Married,4380,Yes
4553,Pakistan,United Kingdom,Refugee/Asylum,Permanent,35-44,Female,Master's,2024,Divorced,3954,Yes
4554,Sri Lanka,Canada,Economic Hardship,Permanent,25-34,Female,Bachelor's,2021,Married,668,No
4555,Sri Lanka,Kuwait,Employment,Work,35-44,Female,Vocational/Technical,2023,Divorced,1316,No
4556,Bangladesh,Canada,Marriage/Spouse,Permanent,35-44,Male,Secondary,2009,Single,572,Yes
4557,Sri Lanka,Germany,Employment,Work,18-24,Male,Master's,2022,Divorced,244,Yes
4558,Pakistan,UAE,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2021,Married,388,No
4559,Sri Lanka,Saudi Arabia,Employment,Work,35-44,Male,PhD,2020,Single,765,Yes
4560,Sri Lanka,New Zealand,Permanent Residency,Permanent,18-24,Female,Vocational/Technical,2016,Single,456,Yes
4561,India,France,Family Reunification,Permanent,25-34,Male,PhD,2019,Single,573,Yes
4562,Nepal,New Zealand,Healthcare,Permanent,45-54,Male,Primary,2024,Single,1389,Yes
4563,Sri Lanka,Germany,Family Reunification,Permanent,25-34,Female,Vocational/Technical,2015,Married,4582,Yes
4564,Bangladesh,United Kingdom,Permanent Residency,Permanent,18-24,Male,Primary,2024,Married,481,Yes
4565,Nepal,South Korea,Family Reunification,Permanent,35-44,Female,Master's,2022,Divorced,3869,No
4566,Bangladesh,United States,Higher Education,Permanent,25-34,Male,Bachelor's,2009,Married,964,Yes
4567,Bangladesh,UAE,Employment,Work,25-34,Male,Secondary,2017,Single,1515,Yes
4568,India,UAE,Economic Hardship,Permanent,35-44,Male,Secondary,2016,Divorced,319,Yes
4569,Bangladesh,Japan,Family Reunification,Permanent,25-34,Male,Secondary,2024,Married,268,Yes
4570,Pakistan,United Kingdom,Employment,Work,55+,Male,Master's,2014,Single,316,Yes
4571,India,Australia,Employment,Work,25-34,Female,Secondary,2018,Single,272,Yes
4572,Bangladesh,Canada,Employment,Work,55+,Female,Master's,2003,Divorced,1889,No
4573,Sri Lanka,Australia,Employment,Work,45-54,Male,Bachelor's,2011,Married,963,Yes
4574,Bangladesh,South Korea,Permanent Residency,Permanent,45-54,Male,Bachelor's,2017,Divorced,1431,Yes
4575,India,Japan,Family Reunification,Permanent,45-54,Male,Vocational/Technical,2018,Divorced,1351,Yes
4576,Bangladesh,Germany,Permanent Residency,Permanent,45-54,Female,Master's,2021,Married,340,Yes
4577,Pakistan,Australia,Refugee/Asylum,Permanent,18-24,Male,Bachelor's,2023,Single,226,Yes
4578,Sri Lanka,UAE,Employment,Work,18-24,Male,Vocational/Technical,2017,Married,5020,No
4579,Bangladesh,Saudi Arabia,Marriage/Spouse,Permanent,35-44,Male,Bachelor's,2025,Married,3691,Yes
4580,India,Kuwait,Skilled Worker Visa,Work,25-34,Male,Primary,2020,Single,2091,Yes
4581,Sri Lanka,Canada,Higher Education,Permanent,25-34,Male,Master's,2019,Single,414,Yes
4582,Bangladesh,United Kingdom,Skilled Worker Visa,Work,18-24,Female,Bachelor's,2016,Divorced,7344,Yes
4583,Nepal,Qatar,Skilled Worker Visa,Work,55+,Male,Bachelor's,2025,Single,4241,Yes
4584,Nepal,Italy,Permanent Residency,Permanent,25-34,Male,Bachelor's,2017,Divorced,3445,Yes
4585,Nepal,Australia,Higher Education,Permanent,18-24,Female,Master's,2024,Single,985,Yes
4586,India,Norway,Family Reunification,Permanent,45-54,Male,Secondary,2012,Single,1056,Yes
4587,Bangladesh,Japan,Employment,Work,45-54,Female,Primary,2014,Single,277,Yes
4588,Nepal,United Kingdom,Business/Investment,Work,25-34,Male,Primary,2011,Married,2648,Yes
4589,Bangladesh,Qatar,Employment,Work,25-34,Male,Primary,2016,Single,3281,Yes
4590,Bangladesh,Canada,Employment,Work,25-34,Male,Master's,2016,Married,491,Yes
4591,Pakistan,Japan,Employment,Work,45-54,Female,Vocational/Technical,2015,Divorced,494,No
4592,India,Australia,Employment,Work,55+,Male,Bachelor's,2011,Married,1730,Yes
4593,Pakistan,South Korea,Employment,Work,25-34,Male,Secondary,2016,Divorced,431,Yes
4594,Sri Lanka,UAE,Employment,Work,25-34,Male,Secondary,2013,Single,497,Yes
4595,Sri Lanka,Italy,Higher Education,Permanent,45-54,Male,Vocational/Technical,2025,Single,465,No
4596,Pakistan,Germany,Skilled Worker Visa,Work,35-44,Female,PhD,2010,Married,789,Yes
4597,Sri Lanka,Germany,Family Reunification,Permanent,18-24,Male,Vocational/Technical,2008,Single,2982,Yes
4598,Nepal,Saudi Arabia,Employment,Work,25-34,Female,Secondary,2011,Married,2445,Yes
4599,Nepal,Norway,Marriage/Spouse,Permanent,25-34,Female,Master's,2009,Single,1640,Yes
4600,Sri Lanka,Malaysia,Family Reunification,Permanent,25-34,Male,Secondary,2011,Married,2578,Yes
4601,India,Saudi Arabia,Family Reunification,Permanent,35-44,Male,Bachelor's,2017,Single,280,No
4602,Sri Lanka,Kuwait,Skilled Worker Visa,Work,35-44,Male,Primary,2011,Married,391,No
4603,India,United Kingdom,Marriage/Spouse,Permanent,55+,Female,Vocational/Technical,2023,Divorced,1141,Yes
4604,Nepal,Malaysia,Higher Education,Permanent,18-24,Male,Bachelor's,2016,Divorced,1295,Yes
4605,India,Japan,Employment,Work,45-54,Male,Secondary,2023,Married,476,Yes
4606,Bangladesh,France,Family Reunification,Permanent,25-34,Male,Vocational/Technical,2022,Divorced,240,Yes
4607,Nepal,South Korea,Employment,Work,18-24,Male,Vocational/Technical,2014,Married,6704,Yes
4608,Pakistan,Norway,Family Reunification,Permanent,55+,Female,Primary,2023,Married,1185,No
4609,Nepal,Kuwait,Marriage/Spouse,Permanent,18-24,Male,Primary,2023,Single,3385,Yes
4610,India,Japan,Permanent Residency,Permanent,45-54,Female,Secondary,2008,Single,2877,Yes
4611,India,France,Family Reunification,Permanent,55+,Male,Secondary,2018,Single,446,No
4612,Sri Lanka,France,Business/Investment,Work,25-34,Female,Bachelor's,2025,Divorced,2417,Yes
4613,Nepal,United States,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2006,Married,1326,Yes
4614,Nepal,Malaysia,Employment,Work,45-54,Female,Secondary,2009,Married,1244,Yes
4615,Pakistan,Norway,Employment,Work,25-34,Male,Master's,2025,Single,214,Yes
4616,Nepal,Kuwait,Economic Hardship,Permanent,25-34,Male,Bachelor's,2016,Married,768,Yes
4617,Sri Lanka,Australia,Marriage/Spouse,Permanent,25-34,Male,Vocational/Technical,2021,Married,2831,Yes
4618,Pakistan,United Kingdom,Business/Investment,Work,25-34,Female,Secondary,2013,Married,929,Yes
4619,Pakistan,United States,Skilled Worker Visa,Work,45-54,Female,Vocational/Technical,2023,Divorced,240,Yes
4620,India,Canada,Family Reunification,Permanent,35-44,Female,Bachelor's,2025,Single,6593,Yes
4621,Pakistan,Norway,Business/Investment,Work,18-24,Male,Secondary,2020,Married,553,Yes
4622,Nepal,Qatar,Skilled Worker Visa,Work,25-34,Male,Secondary,2013,Married,344,Yes
4623,India,United States,Employment,Work,18-24,Male,Master's,2019,Married,731,No
4624,Pakistan,Qatar,Employment,Work,25-34,Male,Secondary,2007,Divorced,777,Yes
4625,Nepal,Japan,Employment,Work,55+,Male,Master's,2022,Single,3068,Yes
4626,India,Japan,Business/Investment,Work,25-34,Female,PhD,2010,Married,2618,Yes
4627,India,France,Skilled Worker Visa,Work,25-34,Female,Primary,2025,Single,990,Yes
4628,Nepal,Australia,Better Quality of Life,Permanent,55+,Male,Master's,2018,Married,356,No
